ssnumber|songid|post_title|song_artist|song_title
090690074642|15711384|FOR YOU, AND YOUR DENIAL|YELLOWCARD|FOR YOU, AND YOUR DENIAL
090690074642|16012859|HANG YOU UP|YELLOWCARD|HANG YOU UP
090690074642|16191394|SING FOR ME|YELLOWCARD|SING FOR ME
092060600264|16650782|IF YOU CAN'T HANG|SLEEPING WITH SIRENS|IF YOU CAN'T HANG
092060600264|16650781|DO IT NOW REMEMBER IT LATER|SLEEPING WITH SIRENS|DO IT NOW REMEMBER IT LATER
092060600264|16650790|ALL MY HEART|SLEEPING WITH SIRENS|ALL MY HEART
092060600284|18352639|YOU WON'T BE MISSED|LIKE MOTHS TO FLAMES|YOU WON'T BE MISSED
092060600284|18352637|GNF|LIKE MOTHS TO FLAMES|GNF
092060600284|20996463|LEARN YOUR PLACE|LIKE MOTHS TO FLAMES|LEARN YOUR PLACE
093010283136|1894977|I WANT TO KNOW WHAT LOVE IS|FOREIGNER|I WANT TO KNOW WHAT LOVE IS
093010283136|1894974|JUKEBOX HERO|FOREIGNER|JUKEBOX HERO
093010283136|1894975|HOT BLOODED|FOREIGNER|HOT BLOODED
093010283316|3480987|HOLD|SAVES THE DAY|HOLD
093010283316|6455330|STAY|SAVES THE DAY|STAY
093010283316|17002025|LIVING WITHOUT LOVE|SAVES THE DAY|LIVING WITHOUT LOVE
093010289256|17136382|THE LAZY SONG|KIDZ BOP KIDS|THE LAZY SONG
093010289256|17136385|TONIGHT TONIGHT|KIDZ BOP KIDS|TONIGHT TONIGHT
093010289256|17136379|PRICE TAG|KIDZ BOP KIDS|PRICE TAG
093010289267|11858118|RUDOLPH THE RED-NOSED REINDEER|KIDZ BOP KIDS|RUDOLPH THE RED-NOSED REINDEER
093010289267|3311908|JINGLE BELL ROCK|KIDZ BOP KIDS|JINGLE BELL ROCK
093010289267|3311980|SANTA CLAUS IS COMING TO TOWN|KIDZ BOP KIDS|SANTA CLAUS IS COMING TO TOWN
093010289268|13768318|CHRISTMAS (BABY PLEASE COME HOME)|KIDZ BOP KIDS|CHRISTMAS (BABY PLEASE COME HOME)
093010289268|11858118|RUDOLPH THE RED-NOSED REINDEER|KIDZ BOP KIDS|RUDOLPH THE RED-NOSED REINDEER
093010289268|3311908|JINGLE BELL ROCK|KIDZ BOP KIDS|JINGLE BELL ROCK
093570039226|17841393|AQUILES AFIRMO|GERARDO ORTIZ|AQUILES AFIRMO
093570039226|18232036|LA GUANABANA|NOEL TORRES|LA GUANABANA
093570039226|18611369|TE DECLARO LA GUERRA|NENA GUZMAN|TE DECLARO LA GUERRA
093620049574|13979870|BRIGHT LIGHTS|GARY JR. CLARK|BRIGHT LIGHTS
093620049574|8128008|THINGS ARE CHANGIN'|GARY, JR. CLARK|THINGS ARE CHANGIN'
093620049574|13903710|DON'T OWE YOU A THANG|GARY JR. CLARK|DON'T OWE YOU A THANG
093620149535|18224658|KILLER|READY SET|KILLER
093620149535|17775273|HOLLYWOOD DREAM|THE READY SET|HOLLYWOOD DREAM
093620149535|18224659|BACK TO BACK|READY SET|BACK TO BACK
093620149537|3381158|BORN IN THE U. S. A.|BRUCE SPRINGSTEEN|BORN IN THE U. S. A.
093620149537|3269818|TOO MUCH|DAVE BAND MATTHEWS|TOO MUCH
093620149537|7829279|BLUE RIDGE MOUNTAINS|FLEET FOXES|BLUE RIDGE MOUNTAINS
093620149583|16650959|#JETSGO|CURREN$Y|#JETSGO
093620149583|17243421|SHE DON'T WANT A MAN|CURREN$Y|SHE DON'T WANT A MAN
093620149583|17243420|STILL|CURREN$Y FEAT. TRADEMARK & YOUNG|STILL
093620349575|16384314|FOR THE KIDS|JOHN RICH|FOR THE KIDS
093620349575|16871928|THANK GOD FOR KIDS|JOHN RICH|THANK GOD FOR KIDS
093620349575|16871930|SHE'S A BUTTERFLY|JOHN RICH|SHE'S A BUTTERFLY
093620549564|16949754|I'M A BOSS|MEEK MILL FEAT. RICK ROSS|I'M A BOSS
093620549564|16949753|THAT WAY|WALE FEAT. JEREMIH & RICK ROSS|THAT WAY
093620549564|16756366|TUPAC BACK|MEEK MILL FEAT. RICK ROSS|TUPAC BACK
093620649561|17599843|TIME TRAVEL|NEVER SHOUT NEVER|TIME TRAVEL
093620649561|18037704|LOST AT SEA|NEVER SHOUT NEVER|LOST AT SEA
093620649561|18037701|ROBOT|NEVER SHOUT NEVER|ROBOT
093620649666|13181348|COUNTRY DONE COME TO TOWN|JOHN RICH|COUNTRY DONE COME TO TOWN
093620649666|16871904|MACK TRUCK|JOHN RICH FEAT. KID ROCK |MACK TRUCK
093620649666|16871903|YOU HAD ME FROM HELL NO|JOHN RICH FEAT. KID ROCK |YOU HAD ME FROM HELL NO
093620749873|17469500|THERE SHE GOES|THE DIRT DRIFTERS|THERE SHE GOES
093620749873|14957556|SOMETHING BETTER|DIRT DRIFTERS|SOMETHING BETTER
093620749873|17243419|ALWAYS A REASON|THE DIRT DRIFTERS|ALWAYS A REASON
093620849560|16015795|BACK SEAT|NEW BOYZ FEAT. CATARACS & DEV|BACK SEAT
093620849560|16711385|BETTER WITH THE LIGHTS OFF|NEW BOYZ FEAT. CHRIS BROWN|BETTER WITH THE LIGHTS OFF
093620849560|14044204|BREAK MY BANK|NEW BOYZ FEAT. IYAZ|BREAK MY BANK
093620949660|17469499|I STAND ALONE|THEOPHILUS LONDON|I STAND ALONE
093620949660|16012938|WHY EVEN TRY|THEOPHILUS LONDON FEAT. SARA QUIN|WHY EVEN TRY
093620949660|17243406|LAST NAME LONDON|THEOPHILUS LONDON|LAST NAME LONDON
094040131500|5901126|STRONGER|KANYE WEST|STRONGER
094040131500|3368760|THE DOWNEASTER  ALEXA|BILLY JOEL|THE DOWNEASTER  ALEXA
094040131500|15164642|SOFI NEEDS A LADDER|DEADMAU5|SOFI NEEDS A LADDER
094040231544|18108063|DROWN IN YOU|DAUGHTRY|DROWN IN YOU
094040231544|18100842|ARKHAM CITY MAIN THEME|NICK ARUNDEL|ARKHAM CITY MAIN THEME
094040231544|18108062|DERANGED|COHEED AND CAMBRIA|DERANGED
098700091259|3380140|WORKING DAY AND NIGHT|MICHAEL JACKSON|WORKING DAY AND NIGHT
098700091259|3387211|CHILDHOOD (THEME FROM  FREE WI|MICHAEL JACKSON|CHILDHOOD (THEME FROM  FREE WI
098700091259|18493443|IMMORTAL MEGAMIX: CAN YOU FEEL|MICHAEL JACKSON|IMMORTAL MEGAMIX: CAN YOU FEEL
104670528554|17599844|MY RACING THOUGHTS|JACK'S MANNEQUIN|MY RACING THOUGHTS
104670528554|18170869|RELEASE ME|JACK'S MANNEQUIN|RELEASE ME
104670528554|18170878|NO MAN IS AN ISLAND|JACK'S MANNEQUIN|NO MAN IS AN ISLAND
106170007229|17722818|HE BROUGHT ME|DORINDA CLARK-COLE|HE BROUGHT ME
106170007229|17119550|BACK TO YOU|DORINDA CLARK-COLE|BACK TO YOU
106170007229|17722808|GOD WILL TAKE CARE OF YOU|DORINDA CLARK-COLE|GOD WILL TAKE CARE OF YOU
106170007241|16700189|GET DOWN|DAWKINS & DAWKINS|GET DOWN
106170007241|17390690|PRAY FOR ME|DAWKINS & DAWKINS|PRAY FOR ME
106170007241|17390755|THIS PRAISE IS FOR YOU|DAWKINS & DAWKINS|THIS PRAISE IS FOR YOU
111031579602|16191084|TELL ME I'M WRONG|JUSTIN HINES|TELL ME I'M WRONG
111031579602|10331442|SAY WHAT YOU WILL|JUSTIN HINES|SAY WHAT YOU WILL
111031579602|10538211|COURAGE (COME OUT TO PLAY)|JUSTIN HINES|COURAGE (COME OUT TO PLAY)
115750060143|17326566|BORN TO LOSE|DEVIL WEARS PRADA|BORN TO LOSE
115750060143|17979934|MAMMOTH|DEVIL WEARS PRADA|MAMMOTH
115750060143|17979932|DEAD THRONE|DEVIL WEARS PRADA|DEAD THRONE
116600311442|16769828|THE LAST CRUSADE|SAM BAND ROBERTS|THE LAST CRUSADE
116600311442|16191103|I FEEL YOU|SAM ROBERTS|I FEEL YOU
116600311442|16769897|LET IT IN|SAM BAND ROBERTS|LET IT IN
121560177732|17263221|SHUFFLE|BOMBAY BICYCLE CLUB|SHUFFLE
121560177732|17655307|LIGHTS OUT, WORDS GONE|BOMBAY BICYCLE CLUB|LIGHTS OUT, WORDS GONE
121560177732|13724916|HOW CAN YOU SWALLOW SO MUCH SL|BOMBAY BICYCLE CLUB|HOW CAN YOU SWALLOW SO MUCH SL
121560478143|18143512|ONLY LOVE|BEN HOWARD|ONLY LOVE
121560478143|16569540|OLD PINE|BEN HOWARD|OLD PINE
121560478143|17877850|KEEP YOUR HEAD UP|BEN HOWARD|KEEP YOUR HEAD UP
121568177801|17563308|PROMISES|NERO|PROMISES
121568177801|17703228|DOOMSDAY|NERO|DOOMSDAY
121568177801|15571113|ME &amp; YOU|NERO|ME &amp; YOU
121568278883|18486663|LIKE A STONE|CHRIS CORNELL|LIKE A STONE
121568278883|18486865|I AM THE HIGHWAY (SONGBOOK)|CHRIS CORNELL|I AM THE HIGHWAY (SONGBOOK)
121568278883|18486707|AS HOPE AND PROMISE FADE|CHRIS CORNELL|AS HOPE AND PROMISE FADE
124140010944|14368941|GIVE ME FAITH|ELEVATION WORSHIP|GIVE ME FAITH
124140010944|18493273|FOR THE HONOR|ELEVATION WORSHIP|FOR THE HONOR
124140010944|8516080|ALL THINGS NEW|ELEVATION WORSHIP|ALL THINGS NEW
134610002797|5522835|MAYBE I'M AMAZED|PAUL MCCARTNEY|MAYBE I'M AMAZED
134610002797|17128552|MAYBE I'M AMAZED (LIVE)|PAUL MCCARTNEY|MAYBE I'M AMAZED (LIVE)
134610002797|3550854|EVERY NIGHT|PAUL MCCARTNEY|EVERY NIGHT
134610002798|5557464|WONDERFUL CHRISTMAS TIME|PAUL MCCARTNEY|WONDERFUL CHRISTMAS TIME
134610002798|6310094|COMING UP|PAUL MCCARTNEY|COMING UP
134610002798|5522848|COMING UP (LIVE)|PAUL MCCARTNEY|COMING UP (LIVE)
134610002854|11350130|TILL YOU COME TO ME|SPENCER DAY|TILL YOU COME TO ME
134610002854|9522058|STEADY AS SHE GOES|WALTER BEASLEY|STEADY AS SHE GOES
134610002854|11404786|BRIGHT|PETER WHITE|BRIGHT
134610002872|16314949|SAD SONG|CARS|SAD SONG
134610002872|16452982|BLUE TIP|CARS|BLUE TIP
134610002872|16452928|KEEP ON KNOCKING|CARS|KEEP ON KNOCKING
152500006929|10930886|ABEJA REíNA|LOS TRAILEROS DEL NORTE|ABEJA REíNA
152500006929|12036408|QUISIERA SER UNA LAGRIMA|TRAILEROS DEL NORTE|QUISIERA SER UNA LAGRIMA
152500006929|604443|ME VA Y ME VIENE|LOS TRAILEROS DEL NORTE|ME VA Y ME VIENE
157160079858|6529630|WIDE RIVER TO CROSS|LEVON HELM|WIDE RIVER TO CROSS
157160079858|1650676|OPHELIA|LEVON  HELM & THE RCO ALL-STARS|OPHELIA
157160079858|16706274|THE WEIGHT (LIVE-RYMAN)|LEVON HELM|THE WEIGHT (LIVE-RYMAN)
157660091231|16518081|ICE BOX|GABRIEL BELLO|ICE BOX
157660091231|17179609|MAN IN THE MIRROR|GABRIEL BELLO|MAN IN THE MIRROR
157660091231|10629660|CRAZY|GABRIEL BELLO|CRAZY
168630176655|80592|TOM SAWYER|RUSH|TOM SAWYER
168630176655|80604|LIMELIGHT|RUSH|LIMELIGHT
168630176655|80590|THE SPIRIT OF RADIO|RUSH|THE SPIRIT OF RADIO
168630177025|18108489|DARKNESS WITHIN|MACHINE HEAD|DARKNESS WITHIN
168630177025|17136792|LOCUST|MACHINE HEAD|LOCUST
168630177025|18108486|I AM HELL (SONATA IN C#)|MACHINE HEAD|I AM HELL (SONATA IN C#)
168630177052|17714623|THE DEVIL'S ORCHARD|OPETH|THE DEVIL'S ORCHARD
168630177052|18047953|FACE IN THE SNOW|OPETH|FACE IN THE SNOW
168630177052|18047952|PYRE|OPETH|PYRE
168630177242|16384073|WHITE TRASH MILLIONAIRE|BLACK STONE CHERRY|WHITE TRASH MILLIONAIRE
168630177242|16650580|IN MY BLOOD|BLACK STONE CHERRY|IN MY BLOOD
168630177242|16650575|BLAME IT ON THE BOOM BOOM|BLACK STONE CHERRY|BLAME IT ON THE BOOM BOOM
168630177652|17663535|ON THE BACKS OF ANGELS|DREAM THEATER|ON THE BACKS OF ANGELS
168630177652|17851595|BUILD ME UP, BREAK ME DOWN|DREAM THEATER|BUILD ME UP, BREAK ME DOWN
168630177652|17851601|BENEATH THE SURFACE|DREAM THEATER|BENEATH THE SURFACE
176650052572|16258965|CINEMA|BENNY BENASSI FEAT. GARY GO |CINEMA
176650052572|16190372|BEAUTIFUL PEOPLE|CHRIS BROWN FEAT. BENNY BENASSI |BEAUTIFUL PEOPLE
176650052572|13662756|SPACESHIP|BENNY BENASSI FEAT. KELIS, APL..DE.AP   & JEAN-BAPTISTE|SPACESHIP
176650052795|16440616|SUN &amp; MOON|ABOVE & BEYOND|SUN &amp; MOON
176650052795|13989753|THING CALLED LOVE|ABOVE & BEYOND FEAT. RICHARD BEDFORD|THING CALLED LOVE
176650052795|17007666|YOU GOT TO GO|ABOVE & BEYOND FEAT. ZOE JOHNSTON|YOU GOT TO GO
176650052847|16324372|TURBULENCE|LAIDBACK LUKE & STEVE AOKI FEAT. LIL JON|TURBULENCE
176650052847|15164642|SOFI NEEDS A LADDER|DEADMAU5|SOFI NEEDS A LADDER
176650052847|13233052|MY FEELINGS FOR YOU|AVICII & SEBASTIEN DRUMS|MY FEELINGS FOR YOU
176650052865|16258965|CINEMA|BENNY BENASSI FEAT. GARY GO |CINEMA
176650052865|15373554|MR. SAXOBEAT|ALEXANDRA STAN|MR. SAXOBEAT
176650052865|15244157|RAISE YOUR WEAPON|DEADMAU5|RAISE YOUR WEAPON
176650052960|14957526|ILLMERICA|WOLFGANG GARTNER|ILLMERICA
176650052960|16655822|FOREVER |WOLFGANG GARTNER FEAT. WILL.I.AM |FOREVER 
176650052960|15653550|SPACE JUNK (RADIO EDIT)|WOLFGANG GARTNER|SPACE JUNK (RADIO EDIT)
176650053038|17700014|FEEL SO CLOSE|CALVIN HARRIS|FEEL SO CLOSE
176650053038|16258965|CINEMA|BENNY BENASSI FEAT. GARY GO |CINEMA
176650053038|15373554|MR. SAXOBEAT|ALEXANDRA STAN|MR. SAXOBEAT
181470007026|18168936|BOOM TOWN|RICHARD ELLIOT|BOOM TOWN
181470007026|18168935|ISLAND STYLE|RICHARD ELLIOT|ISLAND STYLE
181470007026|18168938|INNER CITY BLUES (MAKE ME WAN|RICHARD ELLIOT|INNER CITY BLUES (MAKE ME WAN
183010040486|18606715|NOBODY'S FAULT BUT MINE|BEVERLY MCCLELLAN|NOBODY'S FAULT BUT MINE
183010040486|18606717|COME TO ME|BEVERLY MCCLELLAN|COME TO ME
183010040486|18606716|LOVE WILL FIND A WAY OUT|BEVERLY MCCLELLAN|LOVE WILL FIND A WAY OUT
185110000071|17841211|SYNTHESIZERS|BUTCH  AND THE BLACK WID WALKER|SYNTHESIZERS
185110000071|17464570|SUMMER OF '89|BUTCH WALKER & THE BLACK WIDOWS|SUMMER OF '89
185110000071|17841360|CLOSEST THING TO YOU I'M GONNA|BUTCH WALKER AND THE BLACK WID|CLOSEST THING TO YOU I'M GONNA
202870000048|16867724|RAINFOREST/WHAT'S GOING ON|PAUL HARDCASTLE|RAINFOREST/WHAT'S GOING ON
202870000048|16867730|EASY COME EASY GO|PAUL HARDCASTLE|EASY COME EASY GO
202870000048|7178355|BLEW MY MIND|PAUL HARDCASTLE|BLEW MY MIND
220230003096|16865290|I NEED YOUR GLORY|EARNEST PUGH|I NEED YOUR GLORY
220230003096|14405624|PERFECT PEACE|EARNEST PUGH|PERFECT PEACE
220230003096|16996232|FOR MY GOOD |EARNEST PUGH|FOR MY GOOD 
220230003105|7359860|I TRUST YOU|JAMES  FORTUNE & FIYA|I TRUST YOU
220230003105|11141720|RAIN ON US|EARNEST PUGH|RAIN ON US
220230003105|16865290|I NEED YOUR GLORY|EARNEST PUGH|I NEED YOUR GLORY
220490002092|17840928|HARSH|STYLES P FEAT. BUSTA RHYMES & RICK ROSS|HARSH
220490002092|17316696|IT'S OK (FEAT. JADAKISS)|STYLES P FEAT. JADAKISS|IT'S OK (FEAT. JADAKISS)
220490002092|18218371|WE DON'T PLAY|STYLES P FEAT. LLOYD BANK|WE DON'T PLAY
220490002121|17589211|DIESEL FLUID|WU-TANG CLAN FEAT. METHOD MAN, TRIFE DIESEL & CAPPADONNA|DIESEL FLUID
220490002121|17589133|LEGENDARY WEAPONS|WU-TANG CLAN FEAT. GHOSTFACE KILLAH, AZ & M.O.P.|LEGENDARY WEAPONS
220490002121|17387612|225 ROUNDS|WU-TANG CLAN FEAT. U-GOD, CAPPADONNA, RZA & BRONZE NAZARETH|225 ROUNDS
220490002133|16640982|PRICKLY PEAR|BELA  FLECK & THE FLECKTONES|PRICKLY PEAR
220490002133|16641252|GRAVITY LANE|BELA FLECK & THE ORIGINAL FLEC|GRAVITY LANE
220490002133|16641187|WOLF LAUREL|BELA  FLECK & THE FLECKTONES|WOLF LAUREL
220490002135|17234591|THE THRILL IS GONE|JEFF GOLUB|THE THRILL IS GONE
220490002135|17234572|SIDE TRACKED|JEFF GOLUB|SIDE TRACKED
220490002135|17234433|LET THE GOOD TIMES ROLL|JEFF GOLUB|LET THE GOOD TIMES ROLL
220490002137|17589242|TIME OF THE SEASON|AMERICA|TIME OF THE SEASON
220490002137|17589135|WOODSTOCK|AMERICA|WOODSTOCK
220490002137|17589229|CAROLINE|AMERICA|CAROLINE
220490002138|3368926|YOU'RE ONLY LONELY|J.D. SOUTHER|YOU'RE ONLY LONELY
220490002138|11585041|NEW KID IN TOWN|J.D. SOUTHER|NEW KID IN TOWN
220490002138|8851643|I'LL BE HERE AT CLOSING TIME|J.D. SOUTHER|I'LL BE HERE AT CLOSING TIME
220490002143|16258717|LET'S GO HIGHER|JORDAN KNIGHT|LET'S GO HIGHER
220490002143|16996265|STINGY|JORDAN KNIGHT|STINGY
220490002143|3888803|ONE MORE NIGHT|JORDAN KNIGHT|ONE MORE NIGHT
220490002145|16996293|HORIZON|PAUL TAYLOR FEAT. STEVE OLIVER |HORIZON
220490002145|16996304|PUSH TO START|PAUL TAYLOR|PUSH TO START
220490002145|16996295|CAN'T NOBODY|PAUL TAYLOR|CAN'T NOBODY
220490002161|17317482|LET IT FLY|MAINO FEAT. ROSCOE DASH|LET IT FLY
220490002161|18431483|THAT COULD BE US|MAINO|THAT COULD BE US
220490002161|18298600|CREAM FEAT. LIL WAYNE|MAINO FEAT. LIL WAYNE|CREAM FEAT. LIL WAYNE
220490002163|16870745|OH MY|DJ DRAMA FEAT. FABOLOUS, ROSCOE DASH & WIZ KHALIFA|OH MY
220490002163|18218578|AIN'T NO WAY AROUND IT|DJ DRAMA FEAT. FUTURE|AIN'T NO WAY AROUND IT
220490002163|18219018|UNDERCOVER|DJ DRAMA FEAT. CHRIS BROWN & J. COLE|UNDERCOVER
220490002167|17651766|THE SOUND OF WINTER|BUSH|THE SOUND OF WINTER
220490002167|14043297|AFTERLIFE|BUSH|AFTERLIFE
220490002167|17966200|BABY COME HOME|BUSH|BABY COME HOME
220490002365|17119542|MONSTER YOU MADE|POP EVIL|MONSTER YOU MADE
220490002365|14955932|LAST MAN STANDING|POP EVIL|LAST MAN STANDING
220490002365|17119661|BOSS' DAUGHTER|POP EVIL|BOSS' DAUGHTER
220490002377|17654533|BIG FOOT|CHICKENFOOT|BIG FOOT
220490002377|17954982|DIFFERENT DEVIL|CHICKENFOOT|DIFFERENT DEVIL
220490002377|17954988|SOMETHING GONE WRONG|CHICKENFOOT|SOMETHING GONE WRONG
245900069502|15918856|BE THE ONE|MOBY|BE THE ONE
245900069502|16523597|LIE DOWN IN DARKNESS|MOBY|LIE DOWN IN DARKNESS
245900069502|16377654|THE DAY|MOBY|THE DAY
292340700230|1219284|HOLD ON|WILSON PHILLIPS|HOLD ON
292340700230|2537954|VIOLET|HOLE|VIOLET
292340700230|3398152|PAPER BAG|FIONA APPLE|PAPER BAG
314511551202|18225127|DON'T KISS ME|CARL THOMAS|DON'T KISS ME
314511551202|18639773|SWEET LOVE|CARL THOMAS|SWEET LOVE
314511551202|18639736|ROUND 2|CARL THOMAS|ROUND 2
314511558602|17722314|DO TO ME|TROMBONE SHORTY|DO TO ME
314511558602|17930283|BUCKJUMP|TROMBONE SHORTY|BUCKJUMP
314511558602|17930285|FOR TRUE|TROMBONE SHORTY|FOR TRUE
314511592702|18037838|EYES FOR YOU|DARYL HALL|EYES FOR YOU
314511592702|17970882|TALKING TO YOU (IS LIKE TALKIN|DARYL HALL|TALKING TO YOU (IS LIKE TALKIN
314511592702|18037894|LAUGHING DOWN CRYING|DARYL HALL|LAUGHING DOWN CRYING
325300026393|16912170|I SAW THE LIGHT|BLIND BOYS OF ALABAMA FEAT. HANK WILLIAMS JR.|I SAW THE LIGHT
325300026393|16711286|TAKE THE HIGH ROAD|BLIND BOYS OF ALABAMA FEAT. THE OAK RIDGE BOYS|TAKE THE HIGH ROAD
325300026393|583610|STAND BY ME|BLIND BOYS OF ALABAMA|STAND BY ME
328650005007|15140993|MOVE IN ME|WILLIAMS BROTHERS|MOVE IN ME
328650005007|3837795|COOLING WATER|WILLIAMS BROTHERS|COOLING WATER
328650005007|15140996|USE ME|WILLIAMS BROTHERS|USE ME
332270000011|18227228|GUNS OF BRIXTON|JIMMY CLIFF|GUNS OF BRIXTON
332270000011|18491579|RUBY SOHO|JIMMY CLIFF|RUBY SOHO
332270000011|18491580|SHIP IS SAILING|JIMMY CLIFF|SHIP IS SAILING
347440003993|18037828|HAPPY ALONE|Z-RO|HAPPY ALONE
347440003993|18037758|RO & BUN|Z-RO|RO & BUN
347440003993|13767626|REAL OR FAKE|Z-RO|REAL OR FAKE
350050009032|607602|AMORES FINGIDOS (LA CHAPARRITA|CARLOS Y JOSE|AMORES FINGIDOS (LA CHAPARRITA
350050009032|6183324|NO HAY NOVEDAD|LOS CADETES DE LINARES|NO HAY NOVEDAD
350050009032|1458341|QUE ME LLEVE EL DIABLO|ADOLFO Y SU LOBO NORTENO URIAS|QUE ME LLEVE EL DIABLO
355610003247|18048291|MARRAKESH|ACOUSTIC ALCHEMY|MARRAKESH
355610003247|18048292|ROSELAND|ACOUSTIC ALCHEMY|ROSELAND
355610003247|18100740|ONE FOR SHORTY|ACOUSTIC ALCHEMY|ONE FOR SHORTY
400440166504|18102577|YOU WON'T LET ME|RACHAEL YAMAGATA|YOU WON'T LET ME
400440166504|17972987|EVEN IF I DON'T|RACHAEL YAMAGATA|EVEN IF I DON'T
400440166504|17658917|STARLIGHT|RACHAEL YAMAGATA|STARLIGHT
400440999302|17659886|DAYS ARE FORGOTTEN|KASABIAN|DAYS ARE FORGOTTEN
400440999302|17715256|RE-WIRED|KASABIAN|RE-WIRED
400440999302|17183198|SWITCHBLADE SMILES|KASABIAN|SWITCHBLADE SMILES
400690482780|17975940|DOUBLE-WIDE DREAM|CASEY BAND DONAHEW|DOUBLE-WIDE DREAM
400690482780|18229950|WHITE TRASH STORY II - THE DEUCE|CASEY BAND DONAHEW|WHITE TRASH STORY II - THE DEUCE
400690482780|18229943|GIVE YOU A RING|CASEY BAND DONAHEW|GIVE YOU A RING
409010528067|17183517|RIPPER|JEFF THE BROTHERHOOD|RIPPER
409010528067|17183518|STAY UP LATE|JEFF THE BROTHERHOOD|STAY UP LATE
409010528067|17183512|HEY FRIEND|JEFF THE BROTHERHOOD|HEY FRIEND
422872786428|230454|DU HAST|RAMMSTEIN|DU HAST
422872786428|309528|FEUER FREI|RAMMSTEIN|FEUER FREI
422872786428|316886|AMERIKA|RAMMSTEIN|AMERIKA
423540217712|8050175|SHATTERED (TURN THE CAR AROUND)|O.A.R.|SHATTERED (TURN THE CAR AROUND)
423540217712|2096533|LOVE AND MEMORIES|O.A.R.|LOVE AND MEMORIES
423540217712|1521767|THAT WAS A CRAZY GAME OF POKER|O.A.R.|THAT WAS A CRAZY GAME OF POKER
429770000138|17003280|BROKENDATE|COM TRUISE|BROKENDATE
429770000138|17003275|VHS SEX|COM TRUISE|VHS SEX
429770000138|17003281|GLAWIO|COM TRUISE|GLAWIO
440220000002|17970854|IMPOSSIBLE|DA T.R.U.T.H. FEAT. AD3|IMPOSSIBLE
440220000002|17970936|THE WHOLE TRUTH|DA T.R.U.T.H. FEAT. MIA FIELDES|THE WHOLE TRUTH
440220000002|17970831|CAN'T BELIEVE|DA T.R.U.T.H. FEAT. ERIC GREENE, JR.|CAN'T BELIEVE
453160060434|17044449|PRESSURE AND TIME|RIVAL SONS|PRESSURE AND TIME
453160060434|17044451|GET MINE|RIVAL SONS|GET MINE
453160060434|17044447|ALL OVER THE ROAD|RIVAL SONS|ALL OVER THE ROAD
457770087101|16458408|REPRESENTING MEMPHIS|BOOKER T. JONES|REPRESENTING MEMPHIS
457770087101|16774809|PROGRESS|BOOKER T. JONES FEAT. YIM YAMES |PROGRESS
457770087101|16321404|JUST A FRIEND|BOOKER T. JONES FEAT. BIZ MARKIE, MATT BERNIGER   & SHARON JON|JUST A FRIEND
457770087112|17183629|JUNE|JOLIE  HOLLAND & THE GRAND CHANDELIERS|JUNE
457770087112|17183630|WRECKAGE|JOLIE  HOLLAND & THE GRAND CHANDELIERS|WRECKAGE
457770087112|17183625|ALL THOSE GIRLS|JOLIE  HOLLAND & THE GRAND CHANDELIERS|ALL THOSE GIRLS
457770087152|12377320|HEART OF STEEL|GALACTIC FEAT. IRMA THOMAS|HEART OF STEEL
457770087152|12472230|CINERAMASCOPE|GALACTIC FEAT. TROMBONE SHORTY & COREY HENRY|CINERAMASCOPE
457770087152|5693353|FROM THE CORNER TO THE BLOCK|GALACTIC|FROM THE CORNER TO THE BLOCK
457770087177|17851681|BAD AS ME|TOM WAITS|BAD AS ME
457770087177|17918639|BACK IN THE CROWD|TOM WAITS|BACK IN THE CROWD
457770087177|17918646|TELL ME|TOM WAITS|TELL ME
457770087186|18108162|WILD MAN|KATE BUSH|WILD MAN
457770087186|18232667|SNOWFLAKE|KATE BUSH|SNOWFLAKE
457770087186|18108163|SNOWED IN AT WHEELER STREET|KATE BUSH|SNOWED IN AT WHEELER STREET
457770687148|17326391|TENERE TAQQIM TOSSAM|TINARIWEN FEAT. TUNDE ADEBIMPE & KYP MALONE|TENERE TAQQIM TOSSAM
457770687148|17561531|IMIDIWAN MA TENNAM|TINARIWEN FEAT. NELS CLINE|IMIDIWAN MA TENNAM
457770687148|17561536|IMIDIWAN WIN SAHARA|TINARIWEN|IMIDIWAN WIN SAHARA
465820003476|13249986|TEACH ME HOW TO DOUGIE|CALI SWAG DISTRICT|TEACH ME HOW TO DOUGIE
465820003476|15297067|BACK IT UP AND DUMP IT|CALI SWAG DISTRICT|BACK IT UP AND DUMP IT
465820003476|17240280|BURN OUT (DRIVE FAST)|CALI SWAG DISTRICT|BURN OUT (DRIVE FAST)
469940931391|18100659|I'D RATHER GO BLIND|BETH  HART & JOE BONAMASSA|I'D RATHER GO BLIND
469940931391|18100629|I'LL TAKE CARE OF YOU|BETH  HART & JOE BONAMASSA|I'LL TAKE CARE OF YOU
469940931391|18100644|SINNER'S PRAYER|BETH  HART & JOE BONAMASSA|SINNER'S PRAYER
478990006004|17688607|SOPHIA|LAURA MARLING|SOPHIA
478990006004|17882721|NIGHT AFTER NIGHT|LAURA MARLING|NIGHT AFTER NIGHT
478990006004|17882724|ALL MY RAGE|LAURA MARLING|ALL MY RAGE
486100010952|16594234|THE OTHER SHOE|FUCKED UP|THE OTHER SHOE
486100010952|16876343|QUEEN OF HEARTS|FUCKED UP|QUEEN OF HEARTS
486100010952|16972694|TURN THE SEASON|FUCKED UP|TURN THE SEASON
